priogrid_gid,year,month,best,low,high,post_mean,tight_classical,honest_classical,tight_parametric,honest_parametric,tight_bs,honest_bs,tight_bounds,honest_bounds,tight_rvi,honest_rvi,tight_rvi_bs,honest_rvi_bs
119202,2017,3,4.0,3,4,0.0,4.0,4.0,3.3681376674097385,3.3681376674097385,,,3.844794478267725,3.844794478267725,4.8344513819832455,4.8344513819832455,,
119202,2017,4,32.0,32,32,0.9078908676747233,31.064999856145345,30.877451999487675,26.010205876277908,25.82136696427806,,,,,35.279171861714396,35.0903329497144,,
119202,2017,5,120.0,120,120,2.8397052008658648,117.0766570966305,116.68222113317461,98.12085204291714,97.72401771760464,,,,,128.77148896915213,128.37465464383962,,
119202,2017,6,50.0,50,50,2.704957874491811,47.2154642371055,46.86211566781276,39.31730986371554,38.966964372949896,,,,,53.209509411390364,52.85916392057005,,
119203,2017,3,5.0,5,5,0.0,5.0,5.0,4.210172084262172,4.210172084262172,,,,,5.9834901584665445,5.9834901584665445,,
119203,2017,6,44.0,44,44,1.2533356742933393,42.710079138003266,42.51693586687907,35.75927871831962,35.56706829658524,,,,,48.13122694906916,47.939016527334786,,
119204,2017,4,242.0,36,242,0.1623482961767877,241.83281702920925,241.75915695535429,203.67680099288302,203.53705684459786,,,198.99739929609865,198.85765514781355,261.13285164054093,260.9931074922558,,
119204,2017,6,24.0,24,24,0.5600498076528311,23.423625085474924,23.297556999721564,19.632392014333433,19.50507038922406,,,,,21.521802778474658,21.394481153365284,,
119205,2017,2,33.0,33,33,0.0,33.0,33.0,27.787135756130343,27.787135756130343,,,,,37.31831767706909,37.31831767706909,,
119205,2017,4,24.0,24,24,0.23496862956380937,23.75780868332804,23.66532487232712,19.966501363333432,19.87380671734906,,,,,21.855912127474657,21.763217481490283,,
119205,2017,7,9.0,9,9,0.8221835247240961,8.153515059855136,8.008545109165425,6.731822755075372,6.586602026127124,,,,,9.69400132729635,9.548780510653664,,
119205,2017,9,11.0,11,12,0.4489829740487039,10.537740198016747,10.472363110013248,8.800162320908031,8.734795516529156,,,10.402710508492229,10.337343704113321,12.34053111741078,12.275164313087311,,
119206,2017,4,14.0,14,124,0.9828423904255033,12.989702679185614,12.793848692643223,10.778149390217788,10.582453285072317,,,10.329134628428479,10.133446566352845,15.171071264966052,14.97537514652944,,
119207,2017,2,17.0,17,17,0.0,17.0,17.0,14.314585086491391,14.314585086491391,,,,,19.54558284486932,19.54558284486932,,
119207,2017,3,20.0,20,20,0.8625504341907799,19.112139259129574,18.97388674440299,15.95284434079869,15.81383286830256,,,,,18.83545757005803,18.696446097558027,,
119922,2017,4,75.0,73,119,0.757109097787179,74.22079309162142,74.06206185785959,62.3737512486982,62.215996791276325,,,69.4970612313212,69.33930677389932,82.4292291490626,82.27147469164073,,
119922,2018,1,1.0,1,1,0.0,1.0,1.0,0.8420344168524346,0.8420344168524346,,,,,1.3189942293604584,1.3189942293604584,,
119923,2017,3,6.0,6,6,0.0,6.0,6.0,5.052206501114608,5.052206501114608,,,,,7.12782370522377,7.12782370522377,,
119923,2017,6,7.0,7,7,0.8661924949847162,6.1078630118947235,5.914845253435487,5.002065350519859,4.809274294371421,,,,,7.37622607464803,7.183423353546874,,
119923,2019,1,1.0,1,1,0.0006108336383476853,0.9993705657122695,0.9987878769989038,0.8416594168524346,0.840813561139544,,,,,1.318619659724949,1.317774156851523,,
119924,2017,4,24.0,24,26,0.8940151660935953,23.079742703005618,22.856875662937455,19.288783166458433,19.06493391461812,,,22.80842762527989,22.58457837343614,21.178193930599658,20.95434467875591,,
119924,2017,5,48.0,48,48,5.405526863411069,42.44774480172633,41.725077111594146,34.865051796994535,34.14286929662409,,,,,48.25255586560541,47.530371919418194,,
119925,2017,1,3.0,3,3,0.00293003095430322,2.996981897921211,2.994197402365444,2.522728250557304,2.5203244419635538,,,,,3.322608115725682,3.320204347132872,,
119925,2017,2,56.0,56,56,0.26714724040357396,55.72503738117868,55.62738342230023,46.87926584736137,46.78186948240824,,,,,62.27412071408875,62.176724349135625,,
119925,2017,3,1.0,1,1,2.227193247526884,1.1656616400300082,0.8662566594430245,0.8592003866097798,0.5906542926993962,,,,,0.43647729656259127,0.19812037905998253,,
119925,2017,4,16.0,16,216,1.8617283934727311,14.0822280911601,13.793970774058835,11.554777072663382,11.267086400402418,,,10.802587731113869,10.51575543229924,16.507856226916633,16.22016401748329,,
119925,2017,5,4.0,4,4,8.769527330994606,4.53271694932108,3.4505816501332447,3.313411243355218,2.375502397873432,,,,,1.6425764097140325,0.8791137148402818,,
119926,2017,2,1.0,1,1,0.016005715855499147,0.9835399717056419,0.9700499518562822,0.8255731350868095,0.8120800179743801,,,,,1.3025521080307683,1.2890648598408625,,
119926,2017,3,4.0,4,4,0.8356845723465085,3.1390236182934927,2.9753537225478794,2.5071719500680594,2.3438522565689985,,,,,3.9734898128836655,3.809911412201979,,
119927,2017,9,6.0,6,5,0.0007736939878668636,5.999203218032166,5.998469953662152,5.0499565011146075,5.050677204239608,,,,,7.1255737053811785,7.126294408406995,,
119933,2018,1,8.0,8,8,0.0,8.0,8.0,6.736275334819475,6.736275334819475,,,,,9.405818573116928,9.405818573116928,,
119939,2020,6,1.0,1,1,0.0,1.0,1.0,0.8420344168524346,0.8420344168524346,,,,,1.3189942293604584,1.3189942293604584,,
120642,2017,3,4.0,4,4,0.05528218127437867,3.9431629985093557,3.9052738578516255,3.3113266242847383,3.2734065883084162,,,,,4.777640425255775,4.739720425842959,,
120642,2017,4,1.0,1,1,3.1431287676095963,2.058785892141891,1.6690131515497342,1.736097957322487,1.3564788883985344,,,,,0.7677259886801373,0.46617081869882665,,
120642,2017,5,2.0,2,3,4.419711492955685,2.303269420290261,1.6184138607932255,1.6917446008691783,1.0811518653902492,,,2.175315709672396,1.4915405245463125,0.9838573322840556,0.44541478052142136,,
120642,2017,9,11.0,11,12,0.354237602557987,10.635188714366599,10.57836563589808,8.897582079298656,8.840730269947095,,,10.500130266882852,10.44327845753129,12.437950875670442,12.381099066349933,,
120642,2018,10,10.0,10,10,0.005199972772970796,9.994638164766602,9.989903942652745,8.416594168524348,8.410219351629816,,,,,11.668968080941553,11.662593264048907,,
120642,2019,1,5.0,2,5,0.011210547030714224,4.988465792138329,4.978563930997012,4.198128468012173,4.188776210238736,,,4.451854977238651,4.442502719465213,5.9714465454399095,5.962094288675459,,
120643,2017,3,39.0,39,39,0.002751250984147191,38.99716776520821,38.994612384786706,32.82471725724494,32.83395785783088,,,,,43.91474254520863,43.923983145794566,,
120644,2017,4,8.0,8,8,0.7008693861425854,7.279554792063465,7.063312488769043,6.0158607363849885,5.800343062810557,,,,,8.685403998613545,8.469886026369664,,
120645,2017,4,63.0,63,68,1.5411868300288916,61.41262773642713,61.12110438972013,51.461011156625254,51.169000231918226,,,60.73219217568466,60.44018125097763,68.58908153868224,68.29707061397521,,
120646,2017,1,43.0,43,43,3.1579444650560617,39.7501787160831,39.39521062988206,32.95770965709368,32.60071582628918,,,,,45.074422442169926,44.71742861062696,,
120646,2017,2,173.0,173,175,7.0234963446855545,165.76298482456303,164.91467397334054,138.43599240011187,137.5855134416585,,,165.47858033192597,164.62810137345724,181.00652868716972,180.15604972870096,,
120646,2017,3,131.0,131,159,7.246574584394693,123.52847434159705,122.68039498018334,102.8335168068567,101.98682525828931,,,120.03112224476614,119.18443069596927,136.00076578289358,135.15407423409673,,
120646,2017,4,30.0,28,43,29.29372037947178,0.45960634867788364,2.833071644185111,2.1281658757759354,0.2597207670593038,,,0.2429719379200183,1.271000859911869,4.238354870893438,3.483269391727351,,
120646,2017,8,10.0,10,10,1.0014833486638963,8.969464533752085,8.874317370042263,7.389822180670366,7.29462824062608,,,,,10.642196100746665,10.547002149431497,,
120647,2017,9,12.0,12,10,0.05621180621164967,11.942110761851984,11.912678678398208,10.046095873791716,10.016951942658904,,,,,13.872452105193902,13.843308174062019,,
120647,2018,10,2.0,2,6,0.017488876561401412,1.9819986071890696,1.968152684703,1.6660531061111192,1.652230088588744,,,1.7353278024392806,1.7215047849158434,2.372048627068011,2.358225940471962,,
120648,2017,9,6.0,6,5,0.0,6.0,6.0,5.052206501114608,5.052206501114608,,,,,7.12782370522377,7.12782370522377,,
121345,2017,8,8.0,8,8,0.0,8.0,8.0,6.736275334819475,6.736275334819475,,,,,9.405818573116928,9.405818573116928,,
121347,2017,8,3.0,3,3,0.0,3.0,3.0,2.5261032505573042,2.5261032505573042,,,,,3.325982999261554,3.325982999261554,,
121347,2020,4,3.0,3,3,0.0,3.0,3.0,2.5261032505573042,2.5261032505573042,,,,,3.325982999261554,3.325982999261554,,
121349,2017,1,1.0,1,1,0.0,1.0,1.0,0.8420344168524346,0.8420344168524346,,,,,1.3189942293604584,1.3189942293604584,,
121349,2020,4,19.0,15,19,0.0,19.0,19.0,15.998653920196256,15.998653920196256,,,18.387170833994027,18.387170833994027,21.78155766940595,21.78155766940595,,
121363,2017,3,3.0,3,20,0.0,3.0,3.0,2.5261032505573042,2.5261032505573042,,,2.4693665078444287,2.4693665078444287,3.325982999261554,3.325982999261554,,
121363,2017,4,765.0,765,748,0.7850185900460929,764.1921770419649,764.0483802989438,643.2957038921124,643.1971606487043,,,,,801.4780518325736,801.3795085891653,,
121363,2017,9,5.0,5,6,0.015560190779069671,4.9839689681387584,4.971906128821843,4.193495313246548,4.182120784213344,,,4.857411945662221,4.846037416629018,5.966813392148847,5.95543886365911,,
121364,2017,3,70.0,40,100,0.007242189873068128,69.9925386179682,69.98607751198608,58.916159179670444,58.92911114500248,,,62.46833030884113,62.48128227417316,77.75817061882977,77.7711225841618,,
121365,2017,1,9.0,8,51,1.2864351505413651,7.6767088947647375,7.548797502546222,6.255001343584297,6.127479342131787,,,6.10576149621568,5.9782634874328595,9.217179837404283,9.089655349361413,,
121365,2017,3,145.0,145,271,0.7902690130285919,144.18619181584108,144.05875313436263,121.27885236110299,121.14565816821236,,,132.85043545410508,132.71724126121447,157.61474488782721,157.4815506949366,,
121365,2017,4,53.0,53,55,8.819844976067543,43.910316225814555,42.902982448227704,35.53805555278836,34.528897474460216,,,43.630027493771294,42.62077897374004,50.183655644651786,49.174407124647416,,
121365,2017,5,1.0,1,1,6.355953760445118,5.186199644158159,4.252688400796615,4.86167636933436,3.9286583214126436,,,,,3.234506858665225,2.40016692749827,,
121365,2018,1,7.0,7,7,0.0802481676073512,6.91748373848109,6.8822218062841785,5.811713873717042,5.776643994138917,,,,,8.185874455647776,8.150804576375334,,
121365,2018,9,4.0,4,5,0.026184550297330134,3.9730348383157534,3.9545461509690085,3.3412072075972383,3.3226491420191135,,,3.8509174349970294,3.8323593694189046,4.807520960263789,4.7889629022519955,,
121366,2017,3,1.0,1,119,0.1411519064422464,0.8545839522692719,0.7959866411320036,0.6966195784204704,0.6381158296865507,,,0.6228577348353784,0.5719853325457264,1.1738163294555939,1.1152767308441924,,
121367,2017,1,1.0,1,1,0.3323192539392039,0.6583517993033831,0.5724911423694721,0.5006150705499754,0.4207710087693373,,,,,0.9782805428205612,0.892755825874259,,
121367,2017,9,11.0,11,12,0.0,11.0,11.0,9.262378585376782,9.262378585376782,,,10.864926772960978,10.864926772960978,12.802747381520406,12.802747381520406,,
121377,2020,6,5.0,4,5,0.0,5.0,5.0,4.210172084262172,4.210172084262172,,,4.847309868511912,4.847309868511912,5.9834901584665445,5.9834901584665445,,
121379,2019,1,2.0,2,2,0.0,2.0,2.0,1.6840688337048693,1.6840688337048693,,,,,2.390062858081326,2.390062858081326,,
122065,2017,2,2.0,2,13,0.0,2.0,2.0,1.6840688337048693,1.6840688337048693,,,1.648863043251564,1.648863043251564,2.390062858081326,2.390062858081326,,
122065,2017,8,1.0,1,3,0.0,1.0,1.0,0.8420344168524346,0.8420344168524346,,,0.8766717650165152,0.8766717650165152,1.3189942293604584,1.3189942293604584,,
122065,2019,2,2.0,2,6,0.0,2.0,2.0,1.6840688337048693,1.6840688337048693,,,1.7533435300330307,1.7533435300330307,2.390062858081326,2.390062858081326,,
122066,2017,2,4.0,4,6,0.0,4.0,4.0,3.3681376674097385,3.3681376674097385,,,3.786984198851779,3.786984198851779,4.8344513819832455,4.8344513819832455,,
122066,2020,6,4.0,4,30,0.0,4.0,4.0,3.3681376674097385,3.3681376674097385,,,3.2693284214674967,3.2693284214674967,4.8344513819832455,4.8344513819832455,,
122071,2020,4,4.0,4,4,0.0,4.0,4.0,3.3681376674097385,3.3681376674097385,,,,,4.8344513819832455,4.8344513819832455,,
122083,2017,3,5.0,5,5,0.0,5.0,5.0,4.210172084262172,4.210172084262172,,,,,5.9834901584665445,5.9834901584665445,,
122083,2017,4,30.0,30,30,0.5671208424028009,29.41601701848223,29.289692487891443,24.677046593229292,24.549763889850386,,,,,33.41933736678476,33.29205466340586,,
122084,2017,5,15.0,15,15,0.5322857280843891,14.451597521482196,14.302565979341125,12.082064907552144,11.932716875346607,,,,,16.75581462719243,16.606466594997595,,
122084,2018,2,14.0,14,14,0.0014354529994307086,13.998521171754634,13.9971658260381,11.783231835934082,11.785727380367677,,,,,16.176153710493278,16.178649254926782,,
122096,2018,7,3.0,3,3,0.0,3.0,3.0,2.5261032505573042,2.5261032505573042,,,,,3.325982999261554,3.325982999261554,,
122097,2020,8,7.0,7,7,0.0,7.0,7.0,5.894240917967042,5.894240917967042,,,,,8.268401497994892,8.268401497994892,,
122098,2017,6,4.0,4,4,0.0,4.0,4.0,3.3681376674097385,3.3681376674097385,,,,,4.8344513819832455,4.8344513819832455,,
